gamma,delta_left,delta_right,Z_prime,abs_Z_prime,inv_abs_Z_prime,delta_min,delta_geom,delta_prod,log_delta_sum
96894.058274596,0.4849776539922459,0.5490626329992665,-9.860749572536433,9.860749572536433,0.10141216878533656,0.4849776539922459,0.5160262664310701,0.26628310764678975,-1.3231952217199066
97127.151569437,0.6244816219987115,0.25984581699594855,-4.727968436612356,4.727968436612356,0.2115073341556636,0.25984581699594855,0.40282618741488285,0.1622689372672103,-1.8185002136158137
97317.761964996,0.5833944699988933,0.9868805510050151,22.0223374566533,22.0223374566533,0.04540844049675953,0.5833944699988933,0.7587757613457263,0.5757406560057866,-0.5520979696691622
97563.191180575,0.6783888259960804,1.1682285059941933,-25.583868148720846,25.583868148720846,0.03908713077267788,0.6783888259960804,0.8902320847265368,0.7925131646765557,-0.23254616178942197
97731.348111414,0.39476379699772224,0.870920189001481,-5.019200615837035,5.019200615837035,0.19923491339332197,0.39476379699772224,0.5863512263926789,0.34380776069219854,-1.0676726130124232
98326.500794834,0.6354247450071853,0.641399927000748,-9.538976139203253,9.538976139203253,0.10483305392600818,0.6354247450071853,0.6384053454209775,0.40756138506207756,-0.8975637194568651
98429.745639808,0.6223966989928158,0.29656634900311474,2.7199385359538275,2.7199385359538275,0.3676553667597199,0.29656634900311474,0.42962997643540884,0.18458191665188997,-1.6896619213439754
98988.328056223,0.7011406540113967,0.9875601269886829,-20.189416894382312,20.189416894382312,0.049530900532260995,0.7011406540113967,0.8321169108439168,0.6924185533124231,-0.36756466038277863
99834.515299128,0.885726294000051,0.1218319710023934,-2.217753515438738,2.217753515438738,0.4509067364964452,0.1218319710023934,0.32849624071923805,0.10790978016667159,-2.226459769800011
100352.628946752,0.6827915960020619,0.5354327829991234,-4.176627363770191,4.176627363770191,0.23942763213075158,0.5354327829991234,0.6046395657379668,0.3655890044557972,-1.0062455151941374
101180.816117644,0.9196089610049967,0.42478977899008896,-9.185357355451863,9.185357355451863,0.10886892706536469,0.42478977899008896,0.6250123897192902,0.39064048730261786,-0.9399676117827105
101440.020286992,1.1105278150062077,0.29185253799369093,-5.214385332725576,5.214385332725576,0.19177715803317832,0.29185253799369093,0.5693069131164225,0.3241103613221498,-1.1266711998234349
102914.890278757,0.8122850709914928,0.41916743700858206,-4.357010161214932,4.357010161214932,0.22951518656113362,0.41916743700858206,0.5835095983168042,0.3404834513278382,-1.0773887556666277
103383.324886566,0.7745068719959818,0.8394111240049824,-15.691218583823911,15.691218583823911,0.0637299133051974,0.7745068719959818,0.8063061974037717,0.6501296839717301,-0.43058342219002443
103589.093881565,0.39061186599428765,0.5623085080005694,-3.0706028528453735,3.0706028528453735,0.3256689477355726,0.39061186599428765,0.46866232574697775,0.21964437557456626,-1.5157455151956563
103895.154138716,0.364730265995604,0.6081770800083177,4.942403521717485,4.942403521717485,0.20233070723705296,0.364730265995604,0.47097833088568253,0.22182058816386344,-1.50588638527239
